detecteddistrict,Confirmed,Recovered,Deceased,Active
,0,2,0,-2
Dhalai,264,213,0,51
Gomati,263,133,0,130
Khowai,201,63,0,138
North Tripura,69,22,0,47
Sipahijala,622,555,0,67
South Tripura,152,129,0,23
Unokoti,80,69,0,11
West Tripura,279,152,1,126
