dateannounced,numcases_h,total_cases_h,numcases_r,total_cases_r,numcases_d,total_cases_d,Total Tested,daily_test
2020-03-26,,,1.0,1.0,,,,
2020-03-27,,,5.0,6.0,,,,
2020-03-28,,,3.0,9.0,,,,
2020-03-30,,,1.0,10.0,,,,
2020-04-08,,,1.0,11.0,,,,
2020-04-09,,,10.0,21.0,,,,
2020-04-16,,,1.0,22.0,,,,
2020-04-17,1.0,1.0,,,0.0,0.0,1403.0,1403.0
2020-04-18,2.0,3.0,,,0.0,0.0,,
2020-04-19,1.0,4.0,,,0.0,0.0,,
2020-04-20,1.0,5.0,,,0.0,0.0,,
2020-04-21,1.0,6.0,,,0.0,0.0,,
2020-04-22,1.0,7.0,,,0.0,0.0,,
2020-04-23,4.0,11.0,,,0.0,0.0,,
2020-04-24,7.0,18.0,,,0.0,0.0,2679.0,1276.0
2020-04-25,4.0,22.0,,,0.0,0.0,,
2020-04-27,,,,,,,2848.0,169.0
2020-04-28,,,4.0,26.0,,,,
2020-04-30,,,1.0,27.0,,,,
2020-05-01,,,,,,,3754.0,906.0
2020-05-02,,,10.0,37.0,,,,
2020-05-03,,,6.0,43.0,,,,
2020-05-07,,,1.0,44.0,,,,
2020-05-16,,,,,,,6677.0,2923.0
2020-05-19,,,,,,,6965.0,288.0
2020-05-20,,,,,,,7082.0,117.0
2020-05-21,,,,,,,7167.0,85.0
2020-05-22,,,,,,,7263.0,96.0
2020-05-23,,,,,,,7327.0,64.0
2020-05-24,,,,,,,7327.0,0.0
2020-05-25,,,,,,,7363.0,36.0
2020-05-26,,,,,,,7448.0,85.0
2020-05-27,,,,,,,7499.0,51.0
2020-05-28,,,,,,,7519.0,20.0
2020-05-29,,,,,,,7567.0,48.0
2020-05-30,,,,,,,7567.0,0.0
2020-05-31,,,,,,,7706.0,139.0
2020-06-01,,,,,,,7805.0,99.0
2020-06-02,,,,,,,8086.0,281.0
2020-06-03,,,,,,,8295.0,209.0
2020-06-04,,,,,,,8413.0,118.0
2020-06-05,,,,,,,8694.0,281.0
2020-06-06,,,,,,,9037.0,343.0
2020-06-07,,,,,,,9242.0,205.0
2020-06-08,,,,,,,9341.0,99.0
2020-06-09,1.0,23.0,,,0.0,0.0,9859.0,518.0
2020-06-10,1.0,24.0,,,0.0,0.0,10010.0,151.0
2020-06-11,3.0,27.0,,,0.0,0.0,10226.0,216.0
2020-06-12,,,,,,,10697.0,471.0
2020-06-13,,,,,,,10955.0,258.0
2020-06-14,2.0,29.0,,,0.0,0.0,11356.0,401.0
2020-06-15,1.0,30.0,,,0.0,0.0,11518.0,162.0
2020-06-16,3.0,33.0,,,0.0,0.0,11809.0,291.0
2020-06-17,,,,,,,12239.0,430.0
2020-06-18,1.0,34.0,2.0,46.0,0.0,0.0,12622.0,383.0
2020-06-19,2.0,36.0,,,0.0,0.0,12930.0,308.0
2020-06-20,,,,,,,13320.0,390.0
2020-06-21,1.0,37.0,2.0,48.0,0.0,0.0,13434.0,114.0
2020-06-22,,,,,,,13511.0,77.0
2020-06-23,2.0,39.0,3.0,51.0,0.0,0.0,13723.0,212.0
2020-06-24,6.0,45.0,1.0,52.0,0.0,0.0,13994.0,271.0
2020-06-25,2.0,47.0,,,0.0,0.0,14277.0,283.0
2020-06-26,14.0,61.0,2.0,54.0,0.0,0.0,14583.0,306.0
2020-06-27,,,,,,,14851.0,268.0
2020-06-28,11.0,72.0,2.0,56.0,0.0,0.0,15094.0,243.0
2020-06-29,7.0,79.0,,,0.0,0.0,15410.0,316.0
2020-06-30,7.0,86.0,,,0.0,0.0,15709.0,299.0
2020-07-01,,,,,,,15982.0,273.0
2020-07-02,,,,,,,16278.0,296.0
2020-07-03,,,,,,,16626.0,348.0
2020-07-04,,,,,,,16832.0,206.0
2020-07-05,,,,,,,16909.0,77.0
2020-07-06,,,,,,,17095.0,186.0
2020-07-07,,,,,,,17381.0,286.0
2020-07-08,,,,,,,17643.0,262.0
2020-07-09,,,,,,,17852.0,209.0
2020-07-10,,,,,,,0.0,-17852.0
