dateannounced,numcases_h,total_cases_h,numcases_r,total_cases_r,numcases_d,total_cases_d,Total Tested,daily_test
2020-05-04,,,,,,,170.0,170.0
2020-05-05,,,,,,,181.0,11.0
2020-05-06,,,,,,,189.0,8.0
2020-05-07,,,,,,,216.0,27.0
2020-05-08,,,,,,,216.0,0.0
2020-05-09,,,,,,,219.0,3.0
2020-05-10,,,,,,,219.0,0.0
2020-05-11,,,,,,,219.0,0.0
2020-05-12,,,,,,,348.0,129.0
2020-05-13,,,,,,,439.0,91.0
2020-05-14,,,,,,,579.0,140.0
2020-05-15,,,,,,,348.0,-231.0
2020-05-16,,,,,,,840.0,492.0
2020-05-17,,,,,,,947.0,107.0
2020-05-18,,,,,,,1087.0,140.0
2020-05-19,,,,,,,1204.0,117.0
2020-05-20,,,,,,,1342.0,138.0
2020-05-22,,,,,,,1637.0,295.0
2020-05-23,1.0,1.0,,,0.0,0.0,1707.0,70.0
2020-05-24,,,,,,,1855.0,148.0
2020-05-25,,,,,,,2103.0,248.0
2020-05-26,,,,,,,2255.0,152.0
2020-05-27,,,,,,,2417.0,162.0
2020-05-28,,,,,,,2626.0,209.0
2020-05-29,,,,,,,2759.0,133.0
2020-05-30,,,,,,,2829.0,70.0
2020-05-31,,,,,,,2925.0,96.0
2020-06-01,,,,,,,3525.0,600.0
2020-06-02,,,,,,,3788.0,263.0
2020-06-03,1.0,2.0,,,0.0,0.0,4102.0,314.0
2020-06-04,,,,,,,4358.0,256.0
2020-06-05,1.0,3.0,,,0.0,0.0,4761.0,403.0
2020-06-06,4.0,7.0,,,0.0,0.0,5005.0,244.0
2020-06-08,,,,,,,5547.0,542.0
2020-06-09,6.0,13.0,3.0,3.0,0.0,0.0,5815.0,268.0
2020-06-10,,,,,,,6161.0,346.0
2020-06-11,,,,,,,6692.0,531.0
2020-06-12,50.0,63.0,,,0.0,0.0,5157.0,-1535.0
2020-06-13,0.0,63.0,1.0,4.0,0.0,0.0,5377.0,220.0
2020-06-14,5.0,68.0,,,0.0,0.0,5664.0,287.0
2020-06-15,,,,,,,5762.0,98.0
2020-06-16,,,,,,,6192.0,430.0
2020-06-17,2.0,70.0,,,0.0,0.0,6349.0,157.0
2020-06-18,,,1.0,5.0,,,,
2020-06-19,,,16.0,21.0,,,6882.0,533.0
2020-06-20,,,,,,,7183.0,301.0
2020-06-21,8.0,78.0,4.0,25.0,0.0,0.0,9354.0,2171.0
2020-06-22,,,4.0,29.0,,,9449.0,95.0
2020-06-23,1.0,79.0,,,0.0,0.0,9594.0,145.0
2020-06-24,4.0,83.0,10.0,39.0,0.0,0.0,9849.0,255.0
2020-06-25,2.0,85.0,,,0.0,0.0,10025.0,176.0
2020-06-26,2.0,87.0,,,0.0,0.0,10212.0,187.0
2020-06-27,,,10.0,49.0,,,10219.0,7.0
2020-06-28,1.0,88.0,,,0.0,0.0,10364.0,145.0
2020-06-29,,,,,,,10440.0,76.0
2020-06-30,,,1.0,50.0,,,10535.0,95.0
2020-07-01,1.0,89.0,2.0,52.0,0.0,0.0,10723.0,188.0
2020-07-02,12.0,101.0,0.0,52.0,0.0,0.0,10900.0,177.0
2020-07-03,1.0,102.0,,,0.0,0.0,11072.0,172.0
2020-07-04,1.0,103.0,,,0.0,0.0,11242.0,170.0
2020-07-05,22.0,125.0,9.0,61.0,0.0,0.0,11387.0,145.0
2020-07-06,,,4.0,65.0,,,11407.0,20.0
2020-07-07,2.0,127.0,0.0,65.0,0.0,0.0,11581.0,174.0
2020-07-08,,,,,,,11820.0,239.0
2020-07-09,,,,,,,12012.0,192.0
2020-07-10,,,,,,,12119.0,107.0
