dateannounced,numcases_h,total_cases_h,numcases_r,total_cases_r,numcases_d,total_cases_d,Total Tested,daily_test
2020-04-09,,,,,,,80.0,80.0
2020-04-10,,,,,,,130.0,50.0
2020-04-11,,,,,,,211.0,81.0
2020-04-15,,,,,,,356.0,145.0
2020-04-16,,,,,,,382.0,26.0
2020-04-21,,,,,,,474.0,92.0
2020-04-22,,,,,,,674.0,200.0
2020-04-23,,,,,,,913.0,239.0
2020-04-25,,,,,,,1386.0,473.0
2020-04-26,,,,,,,1901.0,515.0
2020-04-27,,,,,,,2379.0,478.0
2020-04-29,,,,,,,2921.0,542.0
2020-04-30,,,,,,,3464.0,543.0
2020-05-01,,,,,,,4003.0,539.0
2020-05-03,,,,,,,4328.0,325.0
2020-05-04,,,,,,,4434.0,106.0
2020-05-05,1.0,1.0,,,,,4781.0,347.0
2020-05-06,,,,,,,4967.0,186.0
2020-05-07,,,,,,,5272.0,305.0
2020-05-08,,,,,,,5430.0,158.0
2020-05-10,,,,,,,5581.0,151.0
2020-05-11,,,,,,,5763.0,182.0
2020-05-12,,,1.0,1.0,,,5977.0,214.0
2020-05-13,,,,,,,6294.0,317.0
2020-05-14,,,,,,,6554.0,260.0
2020-05-15,,,,,,,6916.0,362.0
2020-05-17,,,,,,,7157.0,241.0
2020-05-18,,,,,,,7571.0,414.0
2020-05-19,,,,,,,7829.0,258.0
2020-05-20,,,,,,,8137.0,308.0
2020-05-21,,,,,,,8456.0,319.0
2020-05-22,,,,,,,8979.0,523.0
2020-05-23,1.0,2.0,,,,,9298.0,319.0
2020-05-24,,,,,,,9678.0,380.0
2020-05-25,,,,,,,10085.0,407.0
2020-05-26,,,,,,,10388.0,303.0
2020-05-27,,,,,,,10872.0,484.0
2020-05-28,,,,,,,11177.0,305.0
2020-05-29,,,,,,,11477.0,300.0
2020-06-01,1.0,3.0,,,,,11693.0,216.0
2020-06-03,8.0,11.0,,,,,12064.0,371.0
2020-06-04,3.0,14.0,,,,,12375.0,311.0
2020-06-05,,,,,,,13667.0,1292.0
2020-06-06,5.0,19.0,,,,,14780.0,1113.0
2020-06-07,1.0,20.0,1.0,2.0,,,15546.0,766.0
2020-06-08,2.0,22.0,,,,,16277.0,731.0
2020-06-09,2.0,24.0,,,,,,
2020-06-10,5.0,29.0,,,,,17179.0,902.0
2020-06-11,1.0,30.0,,,,,,
2020-06-13,5.0,35.0,,,,,17649.0,470.0
2020-06-14,3.0,38.0,,,,,18445.0,796.0
2020-06-15,,,,,,,23835.0,5390.0
2020-06-16,14.0,52.0,7.0,9.0,,,24492.0,657.0
2020-06-17,5.0,57.0,3.0,12.0,,,25575.0,1083.0
2020-06-18,4.0,61.0,2.0,14.0,,,26752.0,1177.0
2020-06-19,14.0,75.0,,,,,0.0,-26752.0
2020-06-20,17.0,92.0,12.0,26.0,,,27617.0,27617.0
2020-06-21,5.0,97.0,1.0,27.0,,,27839.0,222.0
2020-06-22,15.0,112.0,,,,,28364.0,525.0
2020-06-23,9.0,121.0,,,,,29072.0,708.0
2020-06-24,13.0,134.0,3.0,30.0,,,29403.0,331.0
2020-06-25,20.0,154.0,8.0,38.0,,,30188.0,785.0
2020-06-26,15.0,169.0,12.0,50.0,,,30602.0,414.0
2020-06-27,15.0,184.0,6.0,56.0,,,31015.0,413.0
2020-06-28,4.0,188.0,13.0,69.0,,,31321.0,306.0
2020-06-29,15.0,203.0,6.0,75.0,,,31602.0,281.0
2020-06-30,10.0,213.0,7.0,82.0,,,32031.0,429.0
2020-07-01,16.0,229.0,27.0,109.0,,,32435.0,404.0
2020-07-02,25.0,254.0,3.0,112.0,,,32834.0,399.0
2020-07-03,50.0,304.0,21.0,133.0,,,33618.0,784.0
2020-07-04,37.0,341.0,9.0,142.0,,,33995.0,377.0
2020-07-05,32.0,373.0,17.0,159.0,,,34179.0,184.0
2020-07-06,27.0,400.0,16.0,175.0,,,34444.0,265.0
2020-07-07,27.0,427.0,10.0,185.0,1.0,1.0,34761.0,317.0
2020-07-08,15.0,442.0,11.0,196.0,,,35234.0,473.0
2020-07-09,14.0,456.0,9.0,205.0,,,0.0,-35234.0
2020-07-10,14.0,470.0,19.0,224.0,,,0.0,0.0
