dateannounced,numcases_h,total_cases_h,numcases_r,total_cases_r,numcases_d,total_cases_d,Total Tested,daily_test
2020-03-25,3.0,3.0,,,,,,
2020-03-29,2.0,5.0,,,,,,
2020-04-02,,,,,,,220.0,220.0
2020-04-03,1.0,6.0,,,,,,
2020-04-04,1.0,7.0,,,,,,
2020-04-09,,,,,,,344.0,124.0
2020-04-10,,,1.0,1.0,,,354.0,10.0
2020-04-11,,,4.0,5.0,,,,
2020-04-12,,,,,,,406.0,52.0
2020-04-13,,,,,,,440.0,34.0
2020-04-14,,,,,,,479.0,39.0
2020-04-15,,,1.0,6.0,,,556.0,77.0
2020-04-16,,,,,,,611.0,55.0
2020-04-17,,,,,,,673.0,62.0
2020-04-18,,,,,,,758.0,85.0
2020-04-19,,,1.0,7.0,,,826.0,68.0
2020-04-20,,,,,,,901.0,75.0
2020-04-21,,,,,,,1004.0,103.0
2020-04-22,,,,,,,1116.0,112.0
2020-04-23,,,,,,,1206.0,90.0
2020-04-24,,,,,,,0.0,-1206.0
2020-04-27,,,,,,,1541.0,1541.0
2020-04-28,,,,,,,1776.0,235.0
2020-04-29,,,,,,,1871.0,95.0
2020-04-30,,,,,,,2031.0,160.0
2020-05-01,,,,,,,2181.0,150.0
2020-05-02,,,,,,,2372.0,191.0
2020-05-03,,,,,,,2548.0,176.0
2020-05-04,,,,,,,2899.0,351.0
2020-05-05,,,,,,,3096.0,197.0
2020-05-06,,,,,,,3411.0,315.0
2020-05-08,,,,,,,4140.0,729.0
2020-05-09,,,,,,,4524.0,384.0
2020-05-10,,,,,,,4848.0,324.0
2020-05-11,,,,,,,5307.0,459.0
2020-05-14,8.0,15.0,,,,,6736.0,1429.0
2020-05-15,,,,,,,7304.0,568.0
2020-05-16,5.0,20.0,,,,,8011.0,707.0
2020-05-17,9.0,29.0,,,,,8785.0,774.0
2020-05-18,9.0,38.0,,,,,8785.0,0.0
2020-05-19,8.0,46.0,,,,,9549.0,764.0
2020-05-20,4.0,50.0,,,,,10136.0,587.0
2020-05-21,2.0,52.0,,,,,10859.0,723.0
2020-05-22,2.0,54.0,9.0,16.0,,,11362.0,503.0
2020-05-23,1.0,55.0,,,,,11945.0,583.0
2020-05-24,11.0,66.0,,,,,12499.0,554.0
2020-05-25,1.0,67.0,3.0,19.0,,,12860.0,361.0
2020-05-26,,,9.0,28.0,,,13303.0,443.0
2020-05-27,1.0,68.0,9.0,37.0,,,13911.0,608.0
2020-05-28,1.0,69.0,1.0,38.0,,,14782.0,871.0
2020-05-29,,,3.0,41.0,,,16141.0,1359.0
2020-05-30,1.0,70.0,1.0,42.0,,,17871.0,1730.0
2020-05-31,1.0,71.0,2.0,44.0,,,19491.0,1620.0
2020-06-01,2.0,73.0,6.0,50.0,,,20780.0,1289.0
2020-06-02,6.0,79.0,7.0,57.0,,,22378.0,1598.0
2020-06-03,47.0,126.0,,,,,23816.0,1438.0
2020-06-04,40.0,166.0,,,,,25300.0,1484.0
2020-06-05,30.0,196.0,8.0,65.0,,,26208.0,908.0
2020-06-06,71.0,267.0,,,,,27402.0,1194.0
2020-06-07,33.0,300.0,,,,,29739.0,2337.0
2020-06-08,30.0,330.0,2.0,67.0,,,31455.0,1716.0
2020-06-09,29.0,359.0,,,,,32194.0,739.0
2020-06-10,28.0,387.0,,,,,35332.0,3138.0
2020-06-11,30.0,417.0,,,,,37858.0,2526.0
2020-06-12,46.0,463.0,2.0,69.0,,,39298.0,1440.0
2020-06-13,60.0,523.0,1.0,70.0,,,40723.0,1425.0
2020-06-14,41.0,564.0,4.0,74.0,,,41835.0,1112.0
2020-06-15,28.0,592.0,11.0,85.0,,,42703.0,868.0
2020-06-16,37.0,629.0,,,,,44378.0,1675.0
2020-06-17,27.0,656.0,11.0,96.0,,,45685.0,1307.0
2020-06-18,49.0,705.0,13.0,109.0,,,46996.0,1311.0
2020-06-19,20.0,725.0,9.0,118.0,,,49718.0,2722.0
2020-06-20,29.0,754.0,11.0,129.0,,,51404.0,1686.0
2020-06-21,64.0,818.0,6.0,135.0,,,52301.0,897.0
2020-06-22,46.0,864.0,17.0,152.0,1.0,1.0,53050.0,749.0
2020-06-23,45.0,909.0,53.0,205.0,1.0,2.0,54781.0,1731.0
2020-06-24,42.0,951.0,84.0,289.0,,,56925.0,2144.0
2020-06-25,44.0,995.0,46.0,335.0,,,58584.0,1659.0
2020-06-26,44.0,1039.0,35.0,370.0,,,60350.0,1766.0
2020-06-27,89.0,1128.0,50.0,420.0,,,61687.0,1337.0
2020-06-28,70.0,1198.0,58.0,478.0,1.0,3.0,62945.0,1258.0
2020-06-29,53.0,1251.0,46.0,524.0,,,64375.0,1430.0
2020-06-30,64.0,1315.0,72.0,596.0,,,66491.0,2116.0
2020-07-01,,,,,,,67822.0,1331.0
2020-07-02,,,,,,,70738.0,2916.0
2020-07-03,,,,,,,72691.0,1953.0
2020-07-04,,,,,,,74314.0,1623.0
2020-07-05,,,,,,,75791.0,1477.0
2020-07-06,,,,,,,77033.0,1242.0
2020-07-07,,,,,,,79864.0,2831.0
2020-07-08,,,,,,,82555.0,2691.0
2020-07-09,,,,,,,84945.0,2390.0
2020-07-10,,,,,,,87865.0,2920.0
