dateannounced,numcases_h,total_cases_h,numcases_r,total_cases_r,numcases_d,total_cases_d,Total Tested,daily_test
2020-03-24,,,1.0,1.0,,,,
2020-04-02,1.0,1.0,,,0.0,0.0,,
2020-04-06,,,1.0,2.0,,,,
2020-04-14,,,,,,,276.0,276.0
2020-04-17,,,,,,,311.0,35.0
2020-04-20,,,1.0,3.0,,,,
2020-04-24,,,,,,,402.0,91.0
2020-04-25,,,,,,,416.0,14.0
2020-04-30,,,,,,,459.0,43.0
2020-05-01,,,,,,,461.0,2.0
2020-05-02,,,,,,,468.0,7.0
2020-05-04,,,,,,,571.0,103.0
2020-05-07,,,,,,,684.0,113.0
2020-05-08,,,,,,,756.0,72.0
2020-05-09,,,,,,,865.0,109.0
2020-05-10,,,,,,,1096.0,231.0
2020-05-11,,,,,,,1337.0,241.0
2020-05-13,,,,,,,1706.0,369.0
2020-05-14,1.0,2.0,,,0.0,0.0,,
2020-05-15,,,,,,,1799.0,93.0
2020-05-16,4.0,6.0,,,0.0,0.0,1900.0,101.0
2020-05-18,,,,,,,2483.0,583.0
2020-05-19,2.0,8.0,,,0.0,0.0,,
2020-05-20,16.0,24.0,,,0.0,0.0,3087.0,604.0
2020-05-22,1.0,25.0,,,0.0,0.0,3721.0,634.0
2020-05-23,3.0,28.0,,,0.0,0.0,4094.0,373.0
2020-05-24,3.0,31.0,2.0,5.0,0.0,0.0,,
2020-05-25,4.0,35.0,,,0.0,0.0,5041.0,947.0
2020-05-26,3.0,38.0,,,0.0,0.0,6233.0,1192.0
2020-05-27,5.0,43.0,,,0.0,0.0,6836.0,603.0
2020-05-28,11.0,54.0,,,0.0,0.0,7758.0,922.0
2020-05-29,4.0,58.0,2.0,7.0,0.0,0.0,8596.0,838.0
2020-05-30,1.0,59.0,,,0.0,0.0,,
2020-05-31,11.0,70.0,5.0,12.0,0.0,0.0,,
2020-06-01,12.0,82.0,,,0.0,0.0,,
2020-06-02,6.0,88.0,3.0,15.0,0.0,0.0,,
2020-06-03,19.0,107.0,24.0,39.0,0.0,0.0,12454.0,3858.0
2020-06-04,16.0,123.0,,,0.0,0.0,,
2020-06-05,8.0,131.0,,,0.0,0.0,14629.0,2175.0
2020-06-06,25.0,156.0,14.0,53.0,0.0,0.0,,
2020-06-07,15.0,171.0,,,0.0,0.0,17028.0,2399.0
2020-06-08,100.0,271.0,6.0,59.0,0.0,0.0,,
2020-06-09,32.0,303.0,6.0,65.0,0.0,0.0,18612.0,1584.0
2020-06-10,7.0,310.0,,,0.0,0.0,19756.0,1144.0
2020-06-11,55.0,365.0,9.0,74.0,0.0,0.0,20528.0,772.0
2020-06-12,19.0,384.0,0.0,74.0,0.0,0.0,,
2020-06-13,64.0,448.0,0.0,74.0,0.0,0.0,24046.0,3518.0
2020-06-14,9.0,457.0,18.0,92.0,0.0,0.0,25226.0,1180.0
2020-06-15,32.0,489.0,60.0,152.0,0.0,0.0,26458.0,1232.0
2020-06-16,10.0,499.0,8.0,160.0,0.0,0.0,,
2020-06-17,52.0,551.0,33.0,193.0,0.0,0.0,29865.0,3407.0
2020-06-18,54.0,605.0,7.0,200.0,0.0,0.0,30476.0,611.0
2020-06-19,75.0,680.0,19.0,219.0,0.0,0.0,32093.0,1617.0
2020-06-20,96.0,776.0,14.0,233.0,0.0,0.0,,
2020-06-21,64.0,840.0,18.0,251.0,0.0,0.0,35943.0,3850.0
2020-06-22,57.0,897.0,,,0.0,0.0,38286.0,2343.0
2020-06-23,23.0,920.0,8.0,259.0,0.0,0.0,40829.0,2543.0
2020-06-24,49.0,969.0,70.0,329.0,0.0,0.0,43477.0,2648.0
2020-06-25,86.0,1055.0,26.0,355.0,0.0,0.0,45253.0,1776.0
2020-06-26,19.0,1074.0,39.0,394.0,0.0,0.0,,
2020-06-27,17.0,1091.0,39.0,433.0,0.0,0.0,48220.0,2967.0
2020-06-28,93.0,1184.0,23.0,456.0,0.0,0.0,,
2020-06-29,42.0,1226.0,39.0,495.0,0.0,0.0,49882.0,1662.0
2020-06-30,7.0,1233.0,59.0,554.0,0.0,0.0,,
2020-07-01,26.0,1259.0,26.0,580.0,0.0,0.0,,
2020-07-02,19.0,1278.0,37.0,617.0,0.0,0.0,53030.0,3148.0
2020-07-03,37.0,1315.0,23.0,640.0,0.0,0.0,53608.0,578.0
2020-07-04,9.0,1324.0,28.0,668.0,0.0,0.0,54483.0,875.0
2020-07-05,41.0,1365.0,22.0,690.0,0.0,0.0,,
2020-07-06,24.0,1389.0,45.0,735.0,0.0,0.0,56584.0,2101.0
2020-07-07,40.0,1429.0,37.0,772.0,0.0,0.0,57769.0,1185.0
2020-07-08,5.0,1434.0,22.0,794.0,0.0,0.0,,
2020-07-09,15.0,1449.0,6.0,800.0,0.0,0.0,59740.0,1971.0
2020-07-10,132.0,1581.0,33.0,833.0,0.0,0.0,60887.0,1147.0
