dateannounced,numcases_h,total_cases_h,numcases_r,total_cases_r,numcases_d,total_cases_d,Total Tested,daily_test
2020-03-31,1.0,1.0,,,,,,
2020-04-01,15.0,16.0,,,,,,
2020-04-02,,,,,,,962.0,962.0
2020-04-03,7.0,23.0,,,,,,
2020-04-04,3.0,26.0,,,,,,
2020-04-07,2.0,28.0,,,,,,
2020-04-09,1.0,29.0,,,,,,
2020-04-10,,,,,1.0,1.0,2863.0,1901.0
2020-04-11,,,,,,,3011.0,148.0
2020-04-12,1.0,30.0,,,,,3138.0,127.0
2020-04-13,2.0,32.0,,,,,,
2020-04-14,1.0,33.0,,,,,3491.0,353.0
2020-04-15,,,2.0,2.0,,,3613.0,122.0
2020-04-16,2.0,35.0,3.0,5.0,,,4108.0,495.0
2020-04-17,,,4.0,9.0,,,4236.0,128.0
2020-04-18,,,3.0,12.0,,,4400.0,164.0
2020-04-19,,,5.0,17.0,,,4865.0,465.0
2020-04-20,,,2.0,19.0,,,5112.0,247.0
2020-04-21,,,,,,,5514.0,402.0
2020-04-23,1.0,36.0,,,,,,
2020-04-24,,,,,,,6680.0,1166.0
2020-04-25,,,,,,,7159.0,479.0
2020-04-26,,,8.0,27.0,,,7823.0,664.0
2020-04-27,,,,,,,8117.0,294.0
2020-04-28,2.0,38.0,,,,,0.0,-8117.0
2020-04-29,,,2.0,29.0,,,9520.0,9520.0
2020-04-30,5.0,43.0,,,,,0.0,-9520.0
2020-05-01,,,4.0,33.0,,,0.0,0.0
2020-05-02,,,,,,,11623.0,11623.0
2020-05-03,,,,,,,0.0,-11623.0
2020-05-04,,,,,,,12775.0,12775.0
2020-05-05,2.0,45.0,,,,,13442.0,667.0
2020-05-06,1.0,46.0,2.0,35.0,,,,
2020-05-07,8.0,54.0,,,,,,
2020-05-08,6.0,60.0,,,1.0,2.0,,
2020-05-09,2.0,62.0,,,0.0,2.0,16167.0,2725.0
2020-05-10,1.0,63.0,,,,,18002.0,1835.0
2020-05-11,2.0,65.0,5.0,40.0,,,19589.0,1587.0
2020-05-12,,,,,,,21791.0,2202.0
2020-05-13,15.0,80.0,,,,,0.0,-21791.0
2020-05-14,7.0,87.0,,,,,25824.0,25824.0
2020-05-15,3.0,90.0,1.0,41.0,,,28178.0,2354.0
2020-05-16,3.0,93.0,,,,,31276.0,3098.0
2020-05-17,8.0,101.0,1.0,42.0,,,34376.0,3100.0
2020-05-18,15.0,116.0,,,2.0,4.0,37898.0,3522.0
2020-05-19,42.0,158.0,0.0,42.0,0.0,4.0,41116.0,3218.0
2020-05-20,31.0,189.0,7.0,49.0,,,47084.0,5968.0
2020-05-21,22.0,211.0,6.0,55.0,,,51730.0,4646.0
2020-05-22,15.0,226.0,,,,,55791.0,4061.0
2020-05-23,121.0,347.0,2.0,57.0,,,60405.0,4614.0
2020-05-24,46.0,393.0,1.0,58.0,,,66444.0,6039.0
2020-05-25,156.0,549.0,5.0,63.0,,,70029.0,3585.0
2020-05-26,134.0,683.0,,,,,72654.0,2625.0
2020-05-27,101.0,784.0,25.0,88.0,,,,
2020-05-28,97.0,881.0,16.0,104.0,,,,
2020-05-29,177.0,1058.0,22.0,126.0,,,92390.0,19736.0
2020-05-30,159.0,1217.0,38.0,164.0,,,101257.0,8867.0
2020-05-31,123.0,1340.0,22.0,186.0,,,109097.0,7840.0
2020-06-01,146.0,1486.0,99.0,285.0,,,,
2020-06-02,74.0,1560.0,53.0,338.0,,,120375.0,11278.0
2020-06-03,271.0,1831.0,76.0,414.0,,,126726.0,6351.0
2020-06-04,285.0,2116.0,46.0,460.0,,,133029.0,6303.0
2020-06-05,128.0,2244.0,50.0,510.0,,,,
2020-06-06,230.0,2474.0,79.0,589.0,,,146605.0,13576.0
2020-06-07,208.0,2682.0,48.0,637.0,,,153326.0,6721.0
2020-06-08,154.0,2836.0,148.0,785.0,,,,
2020-06-09,215.0,3051.0,312.0,1097.0,1.0,5.0,169842.0,16516.0
2020-06-10,235.0,3286.0,152.0,1249.0,1.0,6.0,,
2020-06-11,145.0,3431.0,184.0,1433.0,,,181108.0,11266.0
2020-06-12,263.0,3694.0,152.0,1585.0,2.0,8.0,188090.0,6982.0
2020-06-13,207.0,3901.0,221.0,1806.0,,,,
2020-06-14,218.0,4119.0,155.0,1961.0,,,,
2020-06-15,191.0,4310.0,245.0,2206.0,,,217088.0,28998.0
2020-06-16,201.0,4511.0,206.0,2412.0,,,227109.0,10021.0
2020-06-17,184.0,4695.0,231.0,2643.0,,,235214.0,8105.0
2020-06-18,209.0,4904.0,206.0,2849.0,1.0,9.0,246590.0,11376.0
2020-06-19,102.0,5006.0,218.0,3067.0,,,258797.0,12207.0
2020-06-20,249.0,5255.0,136.0,3203.0,,,273047.0,14250.0
2020-06-21,332.0,5587.0,202.0,3405.0,,,288306.0,15259.0
2020-06-22,267.0,5854.0,161.0,3566.0,,,301557.0,13251.0
2020-06-23,203.0,6057.0,197.0,3763.0,,,323258.0,21701.0
2020-06-24,226.0,6283.0,196.0,3959.0,,,336091.0,12833.0
2020-06-25,364.0,6647.0,75.0,4034.0,,,351753.0,15662.0
2020-06-26,273.0,6920.0,214.0,4248.0,,,362713.0,10960.0
2020-06-27,246.0,7166.0,567.0,4815.0,1.0,10.0,374519.0,11806.0
2020-06-28,327.0,7493.0,274.0,5089.0,1.0,11.0,385299.0,10780.0
2020-06-29,302.0,7795.0,245.0,5334.0,,,399393.0,14094.0
2020-06-30,613.0,8408.0,314.0,5648.0,1.0,12.0,412214.0,12821.0
2020-07-01,548.0,8956.0,184.0,5832.0,,,419878.0,7664.0
2020-07-02,479.0,9435.0,275.0,6107.0,2.0,14.0,428866.0,8988.0
2020-07-03,365.0,9800.0,221.0,6328.0,,,438882.0,10016.0
2020-07-04,1202.0,11002.0,416.0,6744.0,,,449629.0,10747.0
2020-07-05,735.0,11737.0,690.0,7434.0,,,459143.0,9514.0
2020-07-06,786.0,12523.0,508.0,7942.0,,,471221.0,12078.0
2020-07-07,814.0,13337.0,388.0,8330.0,2.0,16.0,485156.0,13935.0
2020-07-09,,,,,,,508973.0,23817.0
2020-07-10,,,,,,,525485.0,16512.0
