dateannounced,numcases_h,total_cases_h,numcases_r,total_cases_r,numcases_d,total_cases_d,Total Tested,daily_test
2020-04-02,1.0,1.0,,,,,,
2020-04-09,,,,,,,206.0,206.0
2020-04-14,,,,,,,280.0,74.0
2020-04-15,,,1.0,1.0,,,,
2020-04-17,,,,,,,363.0,83.0
2020-04-18,,,,,,,389.0,26.0
2020-04-20,,,,,,,439.0,50.0
2020-04-21,,,,,,,454.0,15.0
2020-04-22,,,,,,,496.0,42.0
2020-04-24,,,,,,,526.0,30.0
2020-04-26,,,,,,,568.0,42.0
2020-04-27,,,,,,,584.0,16.0
2020-04-28,,,,,,,610.0,26.0
2020-04-29,,,,,,,662.0,52.0
2020-04-30,,,,,,,694.0,32.0
2020-05-01,,,,,,,724.0,30.0
2020-05-02,,,,,,,0.0,-724.0
2020-05-03,,,,,,,810.0,810.0
2020-05-04,,,,,,,869.0,59.0
2020-05-05,,,,,,,970.0,101.0
2020-05-06,,,,,,,1039.0,69.0
2020-05-07,,,,,,,1144.0,105.0
2020-05-08,,,,,,,1354.0,210.0
2020-05-09,,,,,,,1597.0,243.0
2020-05-10,,,,,,,1823.0,226.0
2020-05-11,,,,,,,2078.0,255.0
2020-05-12,,,,,,,2257.0,179.0
2020-05-13,,,,,,,2483.0,226.0
2020-05-14,,,,,,,2677.0,194.0
2020-05-15,,,,,,,2942.0,265.0
2020-05-16,,,,,,,3163.0,221.0
2020-05-17,,,,,,,3349.0,186.0
2020-05-18,,,,,,,3662.0,313.0
2020-05-19,,,,,,,3941.0,279.0
2020-05-20,,,,,,,4157.0,216.0
2020-05-21,,,,,,,4438.0,281.0
2020-05-22,,,,,,,4844.0,406.0
2020-05-23,,,,,,,5206.0,362.0
2020-05-24,1.0,2.0,,,,,5428.0,222.0
2020-05-25,,,,,,,5997.0,569.0
2020-05-26,,,,,,,6319.0,322.0
2020-05-27,,,,,,,6436.0,117.0
2020-05-28,1.0,3.0,,,,,6984.0,548.0
2020-05-29,,,,,,,7488.0,504.0
2020-05-30,1.0,4.0,,,,,8017.0,529.0
2020-05-31,,,,,,,8283.0,266.0
2020-06-01,18.0,22.0,,,,,8768.0,485.0
2020-06-02,2.0,24.0,,,,,9079.0,311.0
2020-06-03,10.0,34.0,,,,,9551.0,472.0
2020-06-04,5.0,39.0,,,,,10025.0,474.0
2020-06-05,4.0,43.0,,,,,10790.0,765.0
2020-06-06,2.0,45.0,,,,,11261.0,471.0
2020-06-07,3.0,48.0,,,,,11516.0,255.0
2020-06-08,6.0,54.0,,,,,12012.0,496.0
2020-06-09,,,1.0,2.0,,,12455.0,443.0
2020-06-10,4.0,58.0,2.0,4.0,,,13035.0,580.0
2020-06-11,6.0,64.0,,,,,13479.0,444.0
2020-06-12,19.0,83.0,,,,,14047.0,568.0
2020-06-13,5.0,88.0,2.0,6.0,,,14518.0,471.0
2020-06-14,3.0,91.0,1.0,7.0,,,,
2020-06-15,4.0,95.0,,,,,15453.0,935.0
2020-06-16,4.0,99.0,,,,,16158.0,705.0
2020-06-17,4.0,103.0,3.0,10.0,,,16630.0,472.0
2020-06-18,,,1.0,11.0,,,16630.0,0.0
2020-06-19,32.0,135.0,3.0,14.0,,,18008.0,1378.0
2020-06-20,,,1.0,15.0,,,18521.0,513.0
2020-06-21,4.0,139.0,6.0,21.0,,,19154.0,633.0
2020-06-22,9.0,148.0,1.0,22.0,,,19799.0,645.0
2020-06-23,10.0,158.0,16.0,38.0,,,20398.0,599.0
2020-06-24,2.0,160.0,,,1.0,1.0,20938.0,540.0
2020-06-25,12.0,172.0,4.0,42.0,,,21274.0,336.0
2020-06-26,2.0,174.0,7.0,49.0,,,21890.0,616.0
2020-06-27,3.0,177.0,5.0,54.0,,,22623.0,733.0
2020-06-28,5.0,182.0,6.0,60.0,,,23011.0,388.0
2020-06-29,5.0,187.0,1.0,61.0,,,23709.0,698.0
2020-06-30,4.0,191.0,1.0,62.0,,,24237.0,528.0
2020-07-01,4.0,195.0,4.0,66.0,,,24856.0,619.0
2020-07-02,37.0,232.0,5.0,71.0,,,25440.0,584.0
2020-07-03,20.0,252.0,4.0,75.0,,,25917.0,477.0
2020-07-04,7.0,259.0,1.0,76.0,,,26569.0,652.0
2020-07-05,10.0,269.0,2.0,78.0,,,26808.0,239.0
2020-07-06,1.0,270.0,14.0,92.0,1.0,2.0,27645.0,837.0
2020-07-07,6.0,276.0,13.0,105.0,,,28072.0,427.0
2020-07-08,,,,,,,28581.0,509.0
2020-07-09,,,,,,,29232.0,651.0
2020-07-10,,,,,,,0.0,-29232.0
