dateannounced,numcases_h,total_cases_h,numcases_r,total_cases_r,numcases_d,total_cases_d,Total Tested,daily_test
2020-03-17,,,1.0,1.0,,,,
2020-03-20,1.0,1.0,,,,,,
2020-03-21,,,1.0,2.0,1.0,1.0,,
2020-03-22,2.0,3.0,1.0,3.0,,,,
2020-03-24,2.0,5.0,,,,,,
2020-03-26,1.0,6.0,,,,,,
2020-03-27,5.0,11.0,,,,,,
2020-03-28,2.0,13.0,,,1.0,2.0,,
2020-03-29,3.0,16.0,,,1.0,3.0,,
2020-03-30,1.0,17.0,,,1.0,4.0,,
2020-03-31,14.0,31.0,3.0,6.0,2.0,6.0,,
2020-04-01,,,,,,,659.0,659.0
2020-04-02,16.0,47.0,,,,,,
2020-04-04,,,,,,,1042.0,383.0
2020-04-05,27.0,74.0,7.0,13.0,,,,
2020-04-06,,,,,,,1301.0,259.0
2020-04-07,11.0,85.0,3.0,16.0,,,1487.0,186.0
2020-04-08,8.0,93.0,,,2.0,8.0,,
2020-04-09,4.0,97.0,3.0,19.0,,,1889.0,402.0
2020-04-10,13.0,110.0,,,,,2095.0,206.0
2020-04-11,10.0,120.0,,,,,2286.0,191.0
2020-04-12,8.0,128.0,3.0,22.0,2.0,10.0,2523.0,237.0
2020-04-13,18.0,146.0,10.0,32.0,,,2793.0,270.0
2020-04-14,38.0,184.0,7.0,39.0,,,3081.0,288.0
2020-04-15,23.0,207.0,1.0,40.0,,,3470.0,389.0
2020-04-16,18.0,225.0,5.0,45.0,3.0,13.0,3811.0,341.0
2020-04-17,24.0,249.0,9.0,54.0,,,4212.0,401.0
2020-04-18,32.0,281.0,4.0,58.0,2.0,15.0,4630.0,418.0
2020-04-19,23.0,304.0,7.0,65.0,,,5045.0,415.0
2020-04-20,29.0,333.0,4.0,69.0,,,5469.0,424.0
2020-04-21,53.0,386.0,7.0,76.0,3.0,18.0,6182.0,713.0
2020-04-22,31.0,417.0,,,,,7037.0,855.0
2020-04-23,33.0,450.0,6.0,82.0,,,7990.0,953.0
2020-04-24,58.0,508.0,24.0,106.0,3.0,21.0,8933.0,943.0
2020-04-25,57.0,565.0,,,,,9880.0,947.0
2020-04-26,40.0,605.0,2.0,108.0,2.0,23.0,10893.0,1013.0
2020-04-27,38.0,643.0,,,,,12043.0,1150.0
2020-04-28,48.0,691.0,4.0,112.0,2.0,25.0,13223.0,1180.0
2020-04-29,28.0,719.0,10.0,122.0,,,14620.0,1397.0
2020-04-30,33.0,752.0,5.0,127.0,11.0,36.0,16525.0,1905.0
2020-05-01,37.0,789.0,15.0,142.0,8.0,44.0,18566.0,2041.0
2020-05-02,127.0,916.0,12.0,154.0,7.0,51.0,20976.0,2410.0
2020-05-03,276.0,1192.0,-19.0,135.0,74.0,125.0,22915.0,1939.0
2020-05-04,61.0,1253.0,86.0,221.0,11.0,136.0,25116.0,2201.0
2020-05-05,85.0,1338.0,46.0,267.0,7.0,143.0,27571.0,2455.0
2020-05-06,112.0,1450.0,1.0,268.0,4.0,147.0,30141.0,2570.0
2020-05-07,92.0,1542.0,31.0,299.0,7.0,154.0,32752.0,2611.0
2020-05-08,130.0,1672.0,27.0,326.0,9.0,163.0,35767.0,3015.0
2020-05-09,108.0,1780.0,49.0,375.0,11.0,174.0,39368.0,3601.0
2020-05-10,153.0,1933.0,45.0,420.0,14.0,188.0,43414.0,4046.0
2020-05-11,124.0,2057.0,82.0,502.0,5.0,193.0,47615.0,4201.0
2020-05-12,110.0,2167.0,113.0,615.0,8.0,201.0,52622.0,5007.0
2020-05-13,117.0,2284.0,90.0,705.0,9.0,210.0,57632.0,5010.0
2020-05-14,87.0,2371.0,66.0,771.0,8.0,218.0,62837.0,5205.0
2020-05-15,84.0,2455.0,61.0,832.0,10.0,228.0,69543.0,6706.0
