dateannounced,numcases_h,total_cases_h,numcases_r,total_cases_r,numcases_d,total_cases_d,Total Tested,daily_test
2020-03-22,1.0,1.0,,,1.0,1.0,,
2020-03-23,1.0,2.0,,,,,,
2020-03-25,1.0,3.0,,,,,,
2020-03-26,3.0,6.0,,,,,,
2020-03-27,2.0,8.0,,,,,,
2020-03-28,2.0,10.0,,,,,,
2020-03-29,4.0,14.0,,,1.0,2.0,,
2020-03-31,6.0,20.0,,,,,,
2020-04-01,3.0,23.0,,,,,,
2020-04-02,5.0,28.0,3.0,3.0,,,,
2020-04-03,2.0,30.0,,,,,,
2020-04-04,1.0,31.0,,,,,,
2020-04-05,,,,,,,3037.0,3037.0
2020-04-06,,,6.0,9.0,,,,
2020-04-07,6.0,37.0,6.0,15.0,,,,
2020-04-08,1.0,38.0,,,,,4596.0,1559.0
2020-04-09,19.0,57.0,,,,,4991.0,395.0
2020-04-10,2.0,59.0,,,,,5457.0,466.0
2020-04-11,4.0,63.0,,,,,6250.0,793.0
2020-04-12,,,11.0,26.0,,,6703.0,453.0
2020-04-13,2.0,65.0,2.0,28.0,,,7263.0,560.0
2020-04-14,,,1.0,29.0,,,7727.0,464.0
2020-04-15,6.0,71.0,,,,,8263.0,536.0
2020-04-16,11.0,82.0,8.0,37.0,,,8846.0,583.0
2020-04-17,2.0,84.0,,,,,9486.0,640.0
2020-04-18,1.0,85.0,5.0,42.0,1.0,3.0,10130.0,644.0
2020-04-19,10.0,95.0,,,,,10745.0,615.0
2020-04-20,17.0,112.0,,,,,11319.0,574.0
2020-04-21,13.0,125.0,,,,,11999.0,680.0
2020-04-22,17.0,142.0,,,,,12978.0,979.0
2020-04-23,27.0,169.0,2.0,44.0,,,13785.0,807.0
2020-04-24,53.0,222.0,,,,,14924.0,1139.0
2020-04-25,28.0,250.0,1.0,45.0,,,15885.0,961.0
2020-04-26,26.0,276.0,11.0,56.0,,,17041.0,1156.0
2020-04-27,69.0,345.0,,,,,18179.0,1138.0
2020-04-28,20.0,365.0,8.0,64.0,,,19790.0,1611.0
2020-04-29,37.0,402.0,,,,,21180.0,1390.0
2020-04-30,22.0,424.0,20.0,84.0,,,22672.0,1492.0
2020-05-01,41.0,465.0,14.0,98.0,1.0,4.0,24118.0,1446.0
2020-05-02,15.0,480.0,19.0,117.0,1.0,5.0,25724.0,1606.0
