dateannounced,numcases_h,total_cases_h,numcases_r,total_cases_r,numcases_d,total_cases_d,Total Tested,daily_test
2020-03-12,,,1.0,1.0,,,,
2020-03-19,1.0,1.0,1.0,2.0,,,,
2020-03-21,2.0,3.0,,,,,,
2020-03-22,1.0,4.0,,,,,,
2020-03-23,1.0,5.0,,,,,,
2020-03-24,1.0,6.0,,,,,,
2020-03-25,2.0,8.0,,,,,,
2020-03-26,1.0,9.0,,,,,,
2020-03-27,2.0,11.0,,,,,,
2020-03-28,6.0,17.0,,,,,,
2020-03-29,2.0,19.0,1.0,3.0,,,,
2020-03-30,2.0,21.0,,,,,,
2020-03-31,21.0,42.0,,,,,,
2020-04-01,67.0,109.0,1.0,4.0,,,,
2020-04-02,38.0,147.0,,,,,1800.0,1800.0
2020-04-03,15.0,162.0,,,1.0,1.0,,
2020-04-04,28.0,190.0,,,,,,
2020-04-05,64.0,254.0,3.0,7.0,,,,
2020-04-06,47.0,301.0,,,2.0,3.0,,
2020-04-07,11.0,312.0,,,1.0,4.0,,
2020-04-08,34.0,346.0,1.0,8.0,,,,
2020-04-09,15.0,361.0,4.0,12.0,2.0,6.0,,
2020-04-10,18.0,379.0,,,,,6374.0,4574.0
2020-04-11,24.0,403.0,,,,,6958.0,584.0
2020-04-12,15.0,418.0,2.0,14.0,1.0,7.0,6958.0,0.0
2020-04-13,19.0,437.0,,,,,8755.0,1797.0
2020-04-14,47.0,484.0,4.0,18.0,4.0,11.0,10505.0,1750.0
2020-04-15,41.0,525.0,4.0,22.0,3.0,14.0,11613.0,1108.0
2020-04-16,9.0,534.0,,,,,20235.0,8622.0
2020-04-17,38.0,572.0,15.0,37.0,,,20235.0,0.0
2020-04-18,31.0,603.0,7.0,44.0,2.0,16.0,21450.0,1215.0
2020-04-19,44.0,647.0,23.0,67.0,1.0,17.0,26958.0,5508.0
2020-04-20,75.0,722.0,27.0,94.0,3.0,20.0,30733.0,3775.0
2020-04-21,35.0,757.0,4.0,98.0,2.0,22.0,35755.0,5022.0
2020-04-22,56.0,813.0,24.0,122.0,2.0,24.0,41512.0,5757.0
2020-04-23,80.0,893.0,21.0,143.0,3.0,27.0,48032.0,6520.0
2020-04-24,62.0,955.0,4.0,147.0,2.0,29.0,54338.0,6306.0
2020-04-25,61.0,1016.0,26.0,173.0,2.0,31.0,61266.0,6928.0
2020-04-26,85.0,1101.0,60.0,233.0,,,68034.0,6768.0
2020-04-27,80.0,1181.0,4.0,237.0,,,74551.0,6517.0
2020-04-28,82.0,1263.0,23.0,260.0,,,80334.0,5783.0
2020-04-29,73.0,1336.0,29.0,289.0,,,88061.0,7727.0
2020-04-30,71.0,1407.0,34.0,323.0,,,94558.0,6497.0
2020-05-01,60.0,1467.0,82.0,405.0,2.0,33.0,102460.0,7902.0
2020-05-02,62.0,1529.0,38.0,443.0,,,108403.0,5943.0
2020-05-03,58.0,1587.0,47.0,490.0,,,114937.0,6534.0
2020-05-04,67.0,1654.0,36.0,526.0,,,125229.0,10292.0
2020-05-05,67.0,1721.0,65.0,591.0,1.0,34.0,133492.0,8263.0
2020-05-06,60.0,1781.0,140.0,731.0,2.0,36.0,141274.0,7782.0
2020-05-07,56.0,1837.0,51.0,782.0,2.0,38.0,149361.0,8087.0
2020-05-08,54.0,1891.0,62.0,844.0,3.0,41.0,156681.0,7320.0
2020-05-09,43.0,1934.0,45.0,889.0,3.0,44.0,165069.0,8388.0
2020-05-10,50.0,1984.0,38.0,927.0,1.0,45.0,173735.0,8666.0
2020-05-11,38.0,2022.0,73.0,1000.0,,,181144.0,7409.0
2020-05-12,71.0,2093.0,58.0,1058.0,1.0,46.0,191874.0,10730.0
2020-05-13,48.0,2141.0,86.0,1144.0,1.0,47.0,201196.0,9322.0
2020-05-14,68.0,2209.0,50.0,1194.0,1.0,48.0,210452.0,9256.0
2020-05-15,102.0,2311.0,60.0,1254.0,,,219490.0,9038.0
2020-05-16,48.0,2359.0,101.0,1355.0,1.0,49.0,0.0,-219490.0
2020-05-17,25.0,2384.0,103.0,1458.0,1.0,50.0,238998.0,238998.0
2020-05-18,52.0,2436.0,96.0,1554.0,,,248771.0,9773.0
2020-05-19,57.0,2493.0,69.0,1623.0,2.0,52.0,258450.0,9679.0
2020-05-20,71.0,2564.0,43.0,1666.0,1.0,53.0,267612.0,9162.0
2020-05-21,45.0,2609.0,41.0,1707.0,1.0,54.0,275704.0,8092.0
2020-05-22,62.0,2671.0,26.0,1733.0,1.0,55.0,284119.0,8415.0
2020-05-23,47.0,2718.0,48.0,1781.0,1.0,56.0,292969.0,8850.0
2020-05-24,66.0,2784.0,62.0,1843.0,,,304326.0,11357.0
2020-05-25,106.0,2890.0,51.0,1894.0,,,314566.0,10240.0
2020-05-26,97.0,2987.0,125.0,2019.0,1.0,57.0,322714.0,8148.0
2020-05-27,134.0,3121.0,48.0,2067.0,1.0,58.0,332378.0,9664.0
2020-05-28,128.0,3249.0,68.0,2135.0,1.0,59.0,342236.0,9858.0
2020-05-29,85.0,3334.0,101.0,2236.0,1.0,60.0,353874.0,11638.0
2020-05-30,131.0,3465.0,55.0,2291.0,,,363378.0,9504.0
2020-05-31,110.0,3575.0,51.0,2342.0,2.0,62.0,372748.0,9370.0
2020-06-01,105.0,3680.0,34.0,2376.0,2.0,64.0,383315.0,10567.0
2020-06-02,115.0,3795.0,40.0,2416.0,,,395681.0,12366.0
2020-06-03,180.0,3975.0,50.0,2466.0,4.0,68.0,403747.0,8066.0
2020-06-04,141.0,4116.0,65.0,2531.0,3.0,71.0,413733.0,9986.0
2020-06-05,138.0,4254.0,36.0,2567.0,2.0,73.0,423564.0,9831.0
2020-06-06,210.0,4464.0,75.0,2642.0,,,436335.0,12771.0
2020-06-07,199.0,4663.0,29.0,2671.0,2.0,75.0,454030.0,17695.0
2020-06-08,154.0,4817.0,42.0,2713.0,,,468276.0,14246.0
2020-06-09,69.0,4886.0,48.0,2761.0,2.0,77.0,483361.0,15085.0
2020-06-10,365.0,5251.0,110.0,2871.0,1.0,78.0,498716.0,15355.0
2020-06-11,182.0,5433.0,99.0,2970.0,2.0,80.0,510318.0,11602.0
2020-06-12,207.0,5640.0,123.0,3093.0,,,522093.0,11775.0
2020-06-13,222.0,5862.0,94.0,3187.0,2.0,82.0,536570.0,14477.0
2020-06-14,294.0,6156.0,131.0,3318.0,2.0,84.0,552202.0,15632.0
2020-06-15,304.0,6460.0,69.0,3387.0,2.0,86.0,567375.0,15173.0
2020-06-16,264.0,6724.0,128.0,3515.0,2.0,88.0,583286.0,15911.0
2020-06-17,351.0,7075.0,128.0,3643.0,2.0,90.0,598474.0,15188.0
2020-06-18,425.0,7500.0,131.0,3774.0,2.0,92.0,612397.0,13923.0
2020-06-19,465.0,7965.0,133.0,3907.0,4.0,96.0,630006.0,17609.0
2020-06-20,491.0,8456.0,206.0,4113.0,5.0,101.0,652377.0,22371.0
2020-06-21,477.0,8933.0,196.0,4309.0,5.0,106.0,676828.0,24451.0
2020-06-22,443.0,9376.0,128.0,4437.0,5.0,111.0,693548.0,16720.0
2020-06-23,462.0,9838.0,157.0,4594.0,8.0,119.0,714187.0,20639.0
2020-06-24,497.0,10335.0,187.0,4781.0,10.0,129.0,750234.0,36047.0
2020-06-25,553.0,10888.0,209.0,4990.0,7.0,136.0,769319.0,19085.0
2020-06-26,605.0,11493.0,208.0,5198.0,10.0,146.0,791624.0,22305.0
2020-06-27,796.0,12289.0,284.0,5482.0,11.0,157.0,816082.0,24458.0
2020-06-28,813.0,13102.0,428.0,5910.0,12.0,169.0,841860.0,25778.0
2020-06-29,793.0,13895.0,324.0,6234.0,11.0,180.0,872076.0,30216.0
2020-06-30,704.0,14599.0,279.0,6513.0,7.0,187.0,890190.0,18114.0
2020-07-01,657.0,15256.0,477.0,6990.0,6.0,193.0,918429.0,28239.0
2020-07-02,845.0,16101.0,325.0,7315.0,5.0,198.0,932713.0,14284.0
2020-07-03,837.0,16938.0,319.0,7634.0,8.0,206.0,971611.0,38898.0
2020-07-04,765.0,17703.0,376.0,8010.0,12.0,218.0,996573.0,24962.0
2020-07-05,998.0,18701.0,414.0,8424.0,14.0,232.0,1017140.0,20567.0
2020-07-06,1322.0,20023.0,498.0,8922.0,7.0,239.0,1033852.0,16712.0
2020-07-07,1178.0,21201.0,825.0,9747.0,13.0,252.0,1050090.0,16238.0
2020-07-08,1062.0,22263.0,1356.0,11103.0,12.0,264.0,1077733.0,27643.0
2020-07-09,1555.0,23818.0,1053.0,12156.0,13.0,277.0,1094615.0,16882.0
2020-07-10,1608.0,25426.0,1040.0,13196.0,15.0,292.0,1115635.0,21020.0
