dateannounced,numcases_h,total_cases_h,numcases_r,total_cases_r,numcases_d,total_cases_d,Total Tested,daily_test
2020-03-20,1.0,1.0,1.0,1.0,,,,
2020-03-23,,,,,1.0,1.0,,
2020-03-29,,,1.0,2.0,1.0,2.0,,
2020-04-02,3.0,4.0,,,,,,
2020-04-03,,,,,1.0,3.0,,
2020-04-04,7.0,11.0,,,,,,
2020-04-05,1.0,12.0,,,,,,
2020-04-06,4.0,16.0,,,,,,
2020-04-07,9.0,25.0,1.0,3.0,,,,
2020-04-09,1.0,26.0,,,,,,
2020-04-10,,,,,,,900.0,900.0
2020-04-11,4.0,30.0,6.0,9.0,,,900.0,0.0
2020-04-12,,,4.0,13.0,,,1113.0,213.0
2020-04-13,,,,,,,1210.0,97.0
2020-04-14,1.0,31.0,1.0,14.0,,,1311.0,101.0
2020-04-15,2.0,33.0,,,,,1426.0,115.0
2020-04-16,,,3.0,17.0,,,1604.0,178.0
2020-04-17,3.0,36.0,,,,,1992.0,388.0
2020-04-18,1.0,37.0,,,,,2207.0,215.0
2020-04-19,,,,,,,2553.0,346.0
2020-04-20,,,,,,,2892.0,339.0
2020-04-21,,,,,,,3341.0,449.0
2020-04-22,,,,,,,3700.0,359.0
2020-04-23,1.0,38.0,2.0,19.0,,,4020.0,320.0
2020-04-24,,,,,,,4328.0,308.0
2020-04-25,,,4.0,23.0,,,4623.0,295.0
2020-04-26,,,,,,,4901.0,278.0
2020-04-27,,,3.0,26.0,,,5106.0,205.0
2020-04-28,,,,,,,5391.0,285.0
2020-04-29,,,,,,,5772.0,381.0
2020-04-30,,,3.0,29.0,,,6133.0,361.0
2020-05-01,,,2.0,31.0,,,6472.0,339.0
2020-05-02,,,3.0,34.0,,,6836.0,364.0
2020-05-03,,,1.0,35.0,,,7185.0,349.0
2020-05-04,1.0,39.0,,,,,7430.0,245.0
2020-05-05,1.0,40.0,,,1.0,4.0,7893.0,463.0
2020-05-06,1.0,41.0,,,,,8491.0,598.0
2020-05-07,3.0,44.0,,,,,9005.0,514.0
2020-05-08,4.0,48.0,,,,,9522.0,517.0
2020-05-09,2.0,50.0,1.0,36.0,,,10208.0,686.0
2020-05-10,6.0,56.0,,,,,10791.0,583.0
2020-05-11,1.0,57.0,,,,,11267.0,476.0
2020-05-12,8.0,65.0,,,,,12224.0,957.0
2020-05-13,1.0,66.0,,,,,13190.0,966.0
2020-05-14,6.0,72.0,,,,,14256.0,1066.0
2020-05-15,2.0,74.0,,,,,15557.0,1301.0
2020-05-16,2.0,76.0,4.0,40.0,,,16534.0,977.0
2020-05-17,2.0,78.0,1.0,41.0,,,17417.0,883.0
2020-05-18,10.0,88.0,2.0,43.0,,,18224.0,807.0
2020-05-19,2.0,90.0,5.0,48.0,1.0,5.0,19645.0,1421.0
2020-05-20,18.0,108.0,3.0,51.0,,,21147.0,1502.0
2020-05-21,42.0,150.0,5.0,56.0,,,22641.0,1494.0
2020-05-22,16.0,166.0,,,,,24246.0,1605.0
2020-05-23,17.0,183.0,2.0,58.0,,,25905.0,1659.0
2020-05-24,18.0,201.0,2.0,60.0,,,27288.0,1383.0
2020-05-25,20.0,221.0,4.0,64.0,,,28346.0,1058.0
2020-05-26,24.0,245.0,,,,,29379.0,1033.0
2020-05-27,26.0,271.0,3.0,67.0,2.0,7.0,30852.0,1473.0
2020-05-28,8.0,279.0,7.0,74.0,,,32449.0,1597.0
2020-05-29,14.0,293.0,10.0,84.0,,,33979.0,1530.0
2020-05-30,18.0,311.0,24.0,108.0,,,35668.0,1689.0
2020-05-31,18.0,329.0,9.0,117.0,,,37168.0,1500.0
2020-06-01,9.0,338.0,2.0,119.0,,,37897.0,729.0
2020-06-02,5.0,343.0,18.0,137.0,,,39620.0,1723.0
2020-06-03,14.0,357.0,10.0,147.0,,,41351.0,1731.0
2020-06-04,24.0,381.0,29.0,176.0,,,42703.0,1352.0
2020-06-05,10.0,391.0,10.0,186.0,,,43688.0,985.0
2020-06-06,7.0,398.0,5.0,191.0,,,44509.0,821.0
2020-06-07,11.0,409.0,28.0,219.0,,,45888.0,1379.0
2020-06-08,10.0,419.0,5.0,224.0,,,46416.0,528.0
2020-06-09,16.0,435.0,14.0,238.0,,,47655.0,1239.0
2020-06-10,14.0,449.0,13.0,251.0,1.0,8.0,48922.0,1267.0
2020-06-11,19.0,468.0,26.0,277.0,,,50222.0,1300.0
2020-06-12,16.0,484.0,17.0,294.0,,,51420.0,1198.0
2020-06-13,16.0,500.0,16.0,310.0,,,52737.0,1317.0
2020-06-14,16.0,516.0,17.0,327.0,0.0,8.0,53946.0,1209.0
2020-06-15,38.0,554.0,16.0,343.0,,,54484.0,538.0
2020-06-16,4.0,558.0,19.0,362.0,,,56106.0,1622.0
2020-06-17,25.0,583.0,7.0,369.0,,,57479.0,1373.0
2020-06-18,10.0,593.0,5.0,374.0,,,59214.0,1735.0
