dateannounced,numcases_h,total_cases_h,numcases_r,total_cases_r,numcases_d,total_cases_d,Total Tested,daily_test
2020-05-17,639.0,11217.0,634.0,4178.0,4.0,80.0,326720.0,13081.0
2020-05-18,536.0,11753.0,234.0,4412.0,3.0,83.0,337841.0,11121.0
2020-05-19,688.0,12441.0,489.0,4901.0,3.0,86.0,348174.0,10333.0
2020-05-20,743.0,13184.0,987.0,5888.0,3.0,89.0,360068.0,11894.0
2020-05-21,776.0,13960.0,400.0,6288.0,7.0,96.0,372532.0,12464.0
2020-05-22,786.0,14746.0,846.0,7134.0,4.0,100.0,385185.0,12653.0
2020-05-23,759.0,15505.0,363.0,7497.0,5.0,105.0,397340.0,12155.0
2020-05-24,765.0,16270.0,833.0,8330.0,8.0,113.0,409615.0,12275.0
2020-05-25,805.0,17075.0,407.0,8737.0,7.0,120.0,421450.0,11835.0
2020-05-26,646.0,17721.0,611.0,9348.0,11.0,131.0,431739.0,10289.0
2020-05-27,817.0,18538.0,567.0,9915.0,6.0,137.0,442970.0,11231.0
2020-05-28,827.0,19365.0,639.0,10554.0,12.0,149.0,455216.0,12246.0
2020-05-29,874.0,20239.0,765.0,11319.0,9.0,158.0,466550.0,11334.0
2020-05-30,938.0,21177.0,687.0,12006.0,6.0,164.0,479155.0,12605.0
2020-05-31,1149.0,22326.0,757.0,12763.0,13.0,177.0,491962.0,12807.0
2020-06-01,1162.0,23488.0,413.0,13176.0,11.0,188.0,503339.0,11377.0
2020-06-02,1091.0,24579.0,536.0,13712.0,13.0,201.0,514433.0,11094.0
2020-06-03,1286.0,25865.0,610.0,14322.0,8.0,209.0,528534.0,14101.0
2020-06-04,1384.0,27249.0,585.0,14907.0,15.0,224.0,544981.0,16447.0
2020-06-05,1438.0,28687.0,861.0,15768.0,12.0,236.0,560673.0,15692.0
2020-06-06,1458.0,30145.0,633.0,16401.0,19.0,255.0,576695.0,16022.0
2020-06-07,1515.0,31660.0,604.0,17005.0,18.0,273.0,592970.0,16275.0
2020-06-08,1562.0,33222.0,528.0,17533.0,17.0,290.0,607952.0,14982.0
2020-06-09,1685.0,34907.0,798.0,18331.0,18.0,308.0,621171.0,13219.0
2020-06-10,1927.0,36834.0,1008.0,19339.0,19.0,327.0,638846.0,17675.0
2020-06-11,1875.0,38709.0,1372.0,20711.0,23.0,350.0,655675.0,16829.0
2020-06-12,1982.0,40691.0,1342.0,22053.0,18.0,368.0,673906.0,18231.0
2020-06-13,1989.0,42680.0,1362.0,23415.0,30.0,398.0,691817.0,17911.0
2020-06-14,1974.0,44654.0,1138.0,24553.0,38.0,436.0,710599.0,18782.0
2020-06-15,1843.0,46497.0,797.0,25350.0,44.0,480.0,729002.0,18403.0
2020-06-16,1515.0,48012.0,1438.0,26788.0,49.0,529.0,748244.0,19242.0
2020-06-17,2174.0,50186.0,842.0,27630.0,48.0,577.0,773707.0,25463.0
2020-06-18,2141.0,52327.0,1017.0,28647.0,49.0,626.0,800443.0,26736.0
2020-06-19,2115.0,54442.0,1630.0,30277.0,41.0,667.0,827980.0,27537.0
2020-06-20,2396.0,56838.0,1045.0,31322.0,38.0,705.0,861211.0,33231.0
2020-06-21,2532.0,59370.0,1438.0,32760.0,53.0,758.0,892612.0,31401.0
2020-06-22,2710.0,62080.0,1358.0,34118.0,37.0,795.0,919204.0,26592.0
2020-06-23,2516.0,64596.0,1227.0,35345.0,39.0,834.0,944352.0,25148.0
2020-06-24,2865.0,67461.0,2424.0,37769.0,33.0,867.0,976431.0,32079.0
2020-06-25,3509.0,70970.0,2236.0,40005.0,45.0,912.0,1008974.0,32543.0
2020-06-26,3645.0,74615.0,1358.0,41363.0,46.0,958.0,1042649.0,33675.0
2020-06-27,3713.0,78328.0,2737.0,44100.0,68.0,1026.0,1077454.0,34805.0
2020-06-28,3940.0,82268.0,1443.0,45543.0,54.0,1080.0,1110402.0,32948.0
2020-06-29,3949.0,86217.0,2212.0,47755.0,62.0,1142.0,1140441.0,30039.0
2020-06-30,3943.0,90160.0,2325.0,50080.0,60.0,1202.0,1170683.0,30242.0
2020-07-01,,,,,,,1202204.0,31521.0
2020-07-02,,,,,,,1235692.0,33488.0
2020-07-03,,,,,,,1270720.0,35028.0
2020-07-04,,,,,,,1306884.0,36164.0
2020-07-05,,,,,,,1341715.0,34831.0
2020-07-06,,,,,,,1376497.0,34782.0
2020-07-07,,,,,,,1413435.0,36938.0
2020-07-08,,,,,,,1449414.0,35979.0
2020-07-09,,,,,,,1491783.0,42369.0
2020-07-10,,,,,,,1529092.0,37309.0
