dateannounced,numcases_h,total_cases_h,numcases_r,total_cases_r,numcases_d,total_cases_d,Total Tested,daily_test
2020-03-07,,,1.0,1.0,,,,
2020-03-18,1.0,1.0,,,,,,
2020-03-19,,,1.0,2.0,,,,
2020-03-21,3.0,4.0,,,,,,
2020-03-22,3.0,7.0,,,,,,
2020-03-23,2.0,9.0,,,1.0,1.0,,
2020-03-24,6.0,15.0,,,,,,
2020-03-25,8.0,23.0,,,,,,
2020-03-26,3.0,26.0,,,,,,
2020-03-27,9.0,35.0,,,,,,
2020-03-28,4.0,39.0,,,,,,
2020-03-29,4.0,43.0,8.0,10.0,1.0,2.0,,
2020-03-30,17.0,60.0,,,,,,
2020-03-31,57.0,117.0,2.0,12.0,,,,
2020-04-01,110.0,227.0,,,,,,
2020-04-02,75.0,302.0,,,,,,
2020-04-03,102.0,404.0,,,,,3684.0,3684.0
2020-04-04,74.0,478.0,2.0,14.0,2.0,4.0,,
2020-04-05,86.0,564.0,,,2.0,6.0,,
2020-04-06,50.0,614.0,5.0,19.0,1.0,7.0,,
2020-04-07,69.0,683.0,6.0,25.0,1.0,8.0,,
2020-04-08,48.0,731.0,2.0,27.0,1.0,9.0,5305.0,1621.0
2020-04-09,96.0,827.0,6.0,33.0,,,7267.0,1962.0
2020-04-10,77.0,904.0,17.0,50.0,1.0,10.0,8410.0,1143.0
2020-04-11,58.0,962.0,,,1.0,11.0,9842.0,1432.0
2020-04-12,106.0,1068.0,6.0,56.0,1.0,12.0,10655.0,813.0
2020-04-13,98.0,1166.0,8.0,64.0,,,12746.0,2091.0
2020-04-14,31.0,1197.0,23.0,87.0,1.0,13.0,19255.0,6509.0
2020-04-15,38.0,1235.0,37.0,124.0,2.0,15.0,21994.0,2739.0
2020-04-16,25.0,1260.0,62.0,186.0,1.0,16.0,26005.0,4011.0
2020-04-17,56.0,1316.0,103.0,289.0,,,29673.0,3668.0
2020-04-18,49.0,1365.0,82.0,371.0,,,35036.0,5363.0
2020-04-19,105.0,1470.0,46.0,417.0,,,40876.0,5840.0
2020-04-20,43.0,1513.0,46.0,463.0,2.0,18.0,46985.0,6109.0
2020-04-21,76.0,1589.0,178.0,641.0,1.0,19.0,53045.0,6060.0
2020-04-22,33.0,1622.0,27.0,668.0,,,59023.0,5978.0
2020-04-23,54.0,1676.0,90.0,758.0,2.0,21.0,65977.0,6954.0
2020-04-24,72.0,1748.0,114.0,872.0,2.0,23.0,72403.0,6426.0
2020-04-25,66.0,1814.0,94.0,966.0,1.0,24.0,80110.0,7707.0
2020-04-26,64.0,1878.0,60.0,1026.0,1.0,25.0,87605.0,7495.0
2020-04-27,52.0,1930.0,54.0,1080.0,0.0,25.0,94781.0,7176.0
2020-04-28,121.0,2051.0,54.0,1134.0,1.0,26.0,101874.0,7093.0
2020-04-29,104.0,2155.0,82.0,1216.0,2.0,28.0,109961.0,8087.0
2020-04-30,161.0,2316.0,48.0,1264.0,,,119748.0,9787.0
2020-05-01,203.0,2519.0,54.0,1318.0,1.0,29.0,129363.0,9615.0
2020-05-02,231.0,2750.0,29.0,1347.0,1.0,30.0,139490.0,10127.0
2020-05-03,266.0,3016.0,38.0,1385.0,1.0,31.0,150107.0,10617.0
2020-05-04,527.0,3543.0,30.0,1415.0,1.0,32.0,162970.0,12863.0
2020-05-05,508.0,4051.0,76.0,1491.0,2.0,34.0,174828.0,11858.0
2020-05-06,771.0,4822.0,31.0,1522.0,2.0,36.0,188241.0,13413.0
2020-05-07,580.0,5402.0,31.0,1553.0,2.0,38.0,202436.0,14195.0
2020-05-08,600.0,6002.0,58.0,1611.0,3.0,41.0,216416.0,13980.0
2020-05-09,526.0,6528.0,219.0,1830.0,4.0,45.0,229670.0,13254.0
2020-05-10,669.0,7197.0,135.0,1965.0,3.0,48.0,243037.0,13367.0
2020-05-11,798.0,7995.0,92.0,2057.0,6.0,54.0,254899.0,11862.0
2020-05-12,716.0,8711.0,83.0,2140.0,8.0,62.0,266687.0,11788.0
2020-05-13,509.0,9220.0,41.0,2181.0,3.0,65.0,279467.0,12780.0
2020-05-14,447.0,9667.0,65.0,2246.0,2.0,67.0,291432.0,11965.0
2020-05-15,434.0,10101.0,359.0,2605.0,5.0,72.0,303104.0,11672.0
2020-05-16,477.0,10578.0,939.0,3544.0,4.0,76.0,313639.0,10535.0
