dateannounced,numcases_h,total_cases_h,numcases_r,total_cases_r,numcases_d,total_cases_d,Total Tested,daily_test
2020-05-23,216.0,1886.0,11.0,669.0,1.0,54.0,196196.0,9670.0
2020-05-24,130.0,2016.0,46.0,715.0,,,206313.0,10117.0
2020-05-25,93.0,2109.0,51.0,766.0,1.0,55.0,219894.0,13581.0
2020-05-26,101.0,2210.0,59.0,825.0,,,228914.0,9020.0
2020-05-27,135.0,2345.0,17.0,842.0,3.0,58.0,241608.0,12694.0
2020-05-28,115.0,2460.0,53.0,895.0,,,252078.0,10470.0
2020-05-29,248.0,2708.0,60.0,955.0,,,264489.0,12411.0
2020-05-30,141.0,2849.0,103.0,1058.0,1.0,59.0,280217.0,15728.0
2020-05-31,299.0,3148.0,221.0,1279.0,2.0,61.0,293575.0,13358.0
2020-06-01,187.0,3335.0,100.0,1379.0,1.0,62.0,304816.0,11241.0
2020-06-02,388.0,3723.0,75.0,1454.0,,,319628.0,14812.0
2020-06-03,267.0,3990.0,111.0,1565.0,1.0,63.0,334825.0,15197.0
2020-06-04,257.0,4247.0,106.0,1671.0,4.0,67.0,347093.0,12268.0
2020-06-05,515.0,4762.0,83.0,1754.0,,,360720.0,13627.0
2020-06-06,378.0,5140.0,280.0,2034.0,2.0,69.0,372582.0,11862.0
2020-06-07,239.0,5379.0,159.0,2193.0,2.0,71.0,384442.0,11860.0
2020-06-08,308.0,5687.0,309.0,2502.0,3.0,74.0,393221.0,8779.0
2020-06-09,161.0,5848.0,164.0,2666.0,2.0,76.0,400257.0,7036.0
2020-06-10,120.0,5968.0,257.0,2923.0,3.0,79.0,408506.0,8249.0
2020-06-11,204.0,6172.0,114.0,3037.0,3.0,82.0,416506.0,8000.0
2020-06-12,271.0,6443.0,464.0,3501.0,7.0,89.0,426341.0,9835.0
2020-06-13,308.0,6751.0,208.0,3709.0,3.0,92.0,436518.0,10177.0
2020-06-14,176.0,6927.0,312.0,4021.0,5.0,97.0,443969.0,7451.0
2020-06-15,213.0,7140.0,174.0,4195.0,2.0,99.0,449331.0,5362.0
2020-06-16,317.0,7457.0,322.0,4517.0,7.0,106.0,457267.0,7936.0
2020-06-17,204.0,7661.0,348.0,4865.0,8.0,114.0,464798.0,7531.0
2020-06-18,210.0,7871.0,176.0,5041.0,12.0,126.0,473507.0,8709.0
2020-06-19,337.0,8208.0,230.0,5271.0,9.0,135.0,484060.0,10553.0
2020-06-20,416.0,8624.0,183.0,5454.0,9.0,144.0,493893.0,9833.0
2020-06-21,453.0,9077.0,226.0,5680.0,5.0,149.0,506765.0,12872.0
2020-06-22,249.0,9326.0,111.0,5791.0,5.0,154.0,515969.0,9204.0
2020-06-23,322.0,9648.0,274.0,6065.0,8.0,162.0,526538.0,10569.0
2020-06-24,397.0,10045.0,149.0,6214.0,14.0,176.0,539247.0,12709.0
2020-06-25,442.0,10487.0,519.0,6733.0,6.0,182.0,553325.0,14078.0
2020-06-26,445.0,10932.0,246.0,6979.0,10.0,192.0,568058.0,14733.0
2020-06-27,918.0,11850.0,371.0,7350.0,11.0,203.0,581635.0,13577.0
2020-06-28,1267.0,13117.0,220.0,7570.0,16.0,219.0,595470.0,13835.0
2020-06-29,1105.0,14222.0,176.0,7746.0,19.0,238.0,605159.0,9689.0
2020-06-30,947.0,15169.0,235.0,7981.0,20.0,258.0,620747.0,15588.0
2020-07-01,1272.0,16441.0,145.0,8126.0,7.0,265.0,637417.0,16670.0
2020-07-02,1502.0,17943.0,271.0,8397.0,19.0,284.0,653627.0,16210.0
2020-07-03,1694.0,19637.0,471.0,8868.0,21.0,305.0,671934.0,18307.0
2020-07-04,1839.0,21476.0,439.0,9307.0,42.0,347.0,689526.0,17592.0
2020-07-05,1925.0,23401.0,603.0,9910.0,37.0,384.0,706425.0,16899.0
2020-07-06,1843.0,25244.0,680.0,10590.0,30.0,414.0,722305.0,15880.0
2020-07-07,1498.0,26742.0,571.0,11161.0,15.0,429.0,740047.0,17742.0
2020-07-08,2062.0,28804.0,778.0,11939.0,54.0,483.0,759181.0,19134.0
2020-07-09,2228.0,31032.0,957.0,12896.0,17.0,500.0,779209.0,20028.0
2020-07-10,2313.0,33345.0,1003.0,13899.0,57.0,557.0,0.0,-779209.0
