dateannounced,numcases_h,total_cases_h,numcases_r,total_cases_r,numcases_d,total_cases_d,Total Tested,daily_test
2020-03-09,,,1.0,1.0,,,,
2020-03-10,,,3.0,4.0,,,,
2020-03-12,,,1.0,5.0,,,,
2020-03-13,,,,,2.0,2.0,,
2020-03-16,,,1.0,6.0,,,,
2020-03-17,,,4.0,10.0,,,,
2020-03-18,,,3.0,13.0,,,,
2020-03-19,,,1.0,14.0,,,,
2020-03-20,,,1.0,15.0,,,,
2020-03-21,2.0,2.0,3.0,18.0,,,,
2020-03-22,,,6.0,24.0,,,,
2020-03-23,2.0,4.0,5.0,29.0,,,,
2020-03-24,1.0,5.0,9.0,38.0,,,,
2020-03-25,4.0,9.0,6.0,44.0,,,,
2020-03-26,2.0,11.0,1.0,45.0,2.0,4.0,,
2020-03-27,4.0,15.0,6.0,51.0,2.0,6.0,,
2020-03-28,5.0,20.0,7.0,58.0,,,,
2020-03-29,4.0,24.0,3.0,61.0,,,,
2020-03-30,2.0,26.0,4.0,65.0,,,,
2020-03-31,12.0,38.0,3.0,68.0,,,,
2020-04-01,8.0,46.0,2.0,70.0,,,,
2020-04-02,14.0,60.0,2.0,72.0,,,,
2020-04-03,3.0,63.0,,,2.0,8.0,4587.0,4587.0
2020-04-04,16.0,79.0,,,,,,
2020-04-05,7.0,86.0,1.0,73.0,,,,
2020-04-06,12.0,98.0,8.0,81.0,,,,
2020-04-07,11.0,109.0,5.0,86.0,1.0,9.0,6580.0,1993.0
2020-04-08,5.0,114.0,3.0,89.0,2.0,11.0,6967.0,387.0
2020-04-09,15.0,129.0,2.0,91.0,2.0,13.0,7613.0,646.0
2020-04-10,9.0,138.0,4.0,95.0,1.0,14.0,7975.0,362.0
2020-04-11,8.0,146.0,5.0,100.0,,,8560.0,585.0
2020-04-12,17.0,163.0,15.0,115.0,,,9251.0,691.0
2020-04-13,15.0,178.0,6.0,121.0,2.0,16.0,10017.0,766.0
2020-04-14,13.0,191.0,11.0,132.0,2.0,18.0,11107.0,1090.0
2020-04-15,18.0,209.0,9.0,141.0,3.0,21.0,12483.0,1376.0
2020-04-16,36.0,245.0,2.0,143.0,1.0,22.0,13724.0,1241.0
2020-04-17,44.0,289.0,6.0,149.0,,,17594.0,3870.0
2020-04-18,24.0,313.0,16.0,165.0,2.0,24.0,19186.0,1592.0
2020-04-19,5.0,318.0,7.0,172.0,3.0,27.0,21367.0,2181.0
2020-04-20,18.0,336.0,1.0,173.0,,,23460.0,2093.0
2020-04-21,10.0,346.0,17.0,190.0,1.0,28.0,26233.0,2773.0
2020-04-22,9.0,355.0,2.0,192.0,,,29512.0,3279.0
2020-04-23,18.0,373.0,14.0,206.0,,,32122.0,2610.0
2020-04-24,28.0,401.0,7.0,213.0,2.0,30.0,35958.0,3836.0
2020-04-25,26.0,427.0,6.0,219.0,,,39083.0,3125.0
2020-04-26,3.0,430.0,24.0,243.0,1.0,31.0,42964.0,3881.0
2020-04-27,9.0,439.0,11.0,254.0,1.0,32.0,45685.0,2721.0
2020-04-28,11.0,450.0,14.0,268.0,,,50512.0,4827.0
2020-04-29,12.0,462.0,9.0,277.0,1.0,33.0,55404.0,4892.0
2020-04-30,30.0,492.0,13.0,290.0,1.0,34.0,60156.0,4752.0
2020-05-01,24.0,516.0,22.0,312.0,,,64898.0,4742.0
2020-05-02,12.0,528.0,20.0,332.0,3.0,37.0,69730.0,4832.0
2020-05-03,13.0,541.0,22.0,354.0,,,74898.0,5168.0
2020-05-04,37.0,578.0,28.0,382.0,2.0,39.0,79193.0,4295.0
2020-05-05,22.0,600.0,10.0,392.0,2.0,41.0,83806.0,4613.0
2020-05-06,20.0,620.0,23.0,415.0,,,88777.0,4971.0
2020-05-07,12.0,632.0,12.0,427.0,1.0,42.0,93535.0,4758.0
2020-05-08,48.0,680.0,10.0,437.0,,,98081.0,4546.0
2020-05-09,41.0,721.0,10.0,447.0,,,103098.0,5017.0
2020-05-10,54.0,775.0,36.0,483.0,1.0,43.0,107311.0,4213.0
2020-05-11,14.0,789.0,4.0,487.0,,,111595.0,4284.0
2020-05-12,63.0,852.0,7.0,494.0,,,116533.0,4938.0
2020-05-13,34.0,886.0,18.0,512.0,2.0,45.0,121178.0,4645.0
2020-05-14,28.0,914.0,9.0,521.0,2.0,47.0,128373.0,7195.0
2020-05-15,69.0,983.0,20.0,541.0,1.0,48.0,133724.0,5351.0
2020-05-16,36.0,1019.0,16.0,557.0,,,140024.0,6300.0
2020-05-17,55.0,1074.0,13.0,570.0,1.0,49.0,145398.0,5374.0
2020-05-18,99.0,1173.0,21.0,591.0,,,151663.0,6265.0
2020-05-19,149.0,1322.0,13.0,604.0,3.0,52.0,158599.0,6936.0
2020-05-20,67.0,1389.0,13.0,617.0,1.0,53.0,166781.0,8182.0
2020-05-21,143.0,1532.0,15.0,632.0,,,174297.0,7516.0
2020-05-22,138.0,1670.0,26.0,658.0,,,186526.0,12229.0
