dateannounced,numcases_h,total_cases_h,numcases_r,total_cases_r,numcases_d,total_cases_d,Total Tested,daily_test
2020-03-09,1.0,1.0,,,,,,
2020-03-19,,,,,1.0,1.0,,
2020-03-20,1.0,2.0,,,,,,
2020-03-21,10.0,12.0,,,,,,
2020-03-22,8.0,20.0,,,,,,
2020-03-23,2.0,22.0,,,,,,
2020-03-24,6.0,28.0,,,,,,
2020-03-25,2.0,30.0,,,,,,
2020-03-26,2.0,32.0,,,,,,
2020-03-27,5.0,37.0,,,,,,
2020-03-29,,,1.0,1.0,1.0,2.0,,
2020-03-30,3.0,40.0,,,2.0,4.0,,
2020-03-31,1.0,41.0,,,1.0,5.0,,
2020-04-01,4.0,45.0,,,,,,
2020-04-02,1.0,46.0,,,1.0,6.0,1434.0,1434.0
2020-04-03,6.0,52.0,,,,,,
2020-04-04,11.0,63.0,2.0,3.0,1.0,7.0,,
2020-04-05,3.0,66.0,1.0,4.0,2.0,9.0,,
2020-04-06,11.0,77.0,,,,,,
2020-04-07,20.0,97.0,10.0,14.0,1.0,10.0,,
2020-04-08,7.0,104.0,,,1.0,11.0,2937.0,1503.0
2020-04-09,24.0,128.0,4.0,18.0,1.0,12.0,3192.0,255.0
2020-04-10,21.0,149.0,2.0,20.0,1.0,13.0,3461.0,269.0
2020-04-11,7.0,156.0,,,1.0,14.0,3909.0,448.0
2020-04-12,12.0,168.0,3.0,23.0,,,4281.0,372.0
2020-04-13,6.0,174.0,2.0,25.0,,,4480.0,199.0
2020-04-14,8.0,182.0,2.0,27.0,1.0,15.0,4844.0,364.0
2020-04-15,2.0,184.0,,,,,5193.0,349.0
2020-04-16,11.0,195.0,2.0,29.0,1.0,16.0,5524.0,331.0
2020-04-17,14.0,209.0,1.0,30.0,,,5988.0,464.0
2020-04-18,23.0,232.0,1.0,31.0,2.0,18.0,6167.0,179.0
2020-04-19,12.0,244.0,6.0,37.0,,,6607.0,440.0
2020-04-20,1.0,245.0,1.0,38.0,,,6797.0,190.0
2020-04-21,6.0,251.0,11.0,49.0,,,7355.0,558.0
2020-04-22,27.0,278.0,4.0,53.0,,,7887.0,532.0
2020-04-23,5.0,283.0,13.0,66.0,1.0,19.0,8757.0,870.0
2020-04-24,15.0,298.0,4.0,70.0,,,10611.0,1854.0
2020-04-25,10.0,308.0,2.0,72.0,,,13270.0,2659.0
2020-04-26,14.0,322.0,12.0,84.0,1.0,20.0,14317.0,1047.0
2020-04-27,8.0,330.0,14.0,98.0,1.0,21.0,15516.0,1199.0
2020-04-28,12.0,342.0,3.0,101.0,,,17021.0,1505.0
2020-04-29,33.0,375.0,,,,,18670.0,1649.0
2020-04-30,105.0,480.0,3.0,104.0,1.0,22.0,21205.0,2535.0
2020-05-01,105.0,585.0,4.0,108.0,,,23176.0,1971.0
2020-05-02,187.0,772.0,4.0,112.0,,,24868.0,1692.0
2020-05-03,330.0,1102.0,5.0,117.0,1.0,23.0,26439.0,1571.0
2020-05-04,130.0,1232.0,11.0,128.0,2.0,25.0,28545.0,2106.0
2020-05-05,219.0,1451.0,5.0,133.0,2.0,27.0,30199.0,1654.0
2020-05-06,75.0,1526.0,2.0,135.0,2.0,29.0,32060.0,1861.0
2020-05-07,118.0,1644.0,14.0,149.0,1.0,30.0,34701.0,2641.0
2020-05-08,87.0,1731.0,3.0,152.0,1.0,31.0,37950.0,3249.0
2020-05-09,31.0,1762.0,5.0,157.0,2.0,33.0,39462.0,1512.0
2020-05-10,61.0,1823.0,9.0,166.0,,,40962.0,1500.0
2020-05-11,54.0,1877.0,2.0,168.0,,,42306.0,1344.0
2020-05-12,37.0,1914.0,3.0,171.0,1.0,34.0,43999.0,1693.0
2020-05-13,10.0,1924.0,29.0,200.0,,,46026.0,2027.0
2020-05-14,11.0,1935.0,23.0,223.0,,,47408.0,1382.0
2020-05-15,-3.0,1932.0,82.0,305.0,,,49301.0,1893.0
2020-05-16,14.0,1946.0,952.0,1257.0,,,50613.0,1312.0
2020-05-17,18.0,1964.0,109.0,1366.0,3.0,37.0,51812.0,1199.0
2020-05-18,16.0,1980.0,181.0,1547.0,2.0,39.0,52955.0,1143.0
2020-05-19,22.0,2002.0,95.0,1642.0,1.0,40.0,55634.0,2679.0
2020-05-20,3.0,2005.0,152.0,1794.0,0.0,40.0,57737.0,2103.0
2020-05-21,23.0,2028.0,25.0,1819.0,1.0,41.0,59618.0,1881.0
2020-05-22,1.0,2029.0,28.0,1847.0,,,62399.0,2781.0
2020-05-23,16.0,2045.0,23.0,1870.0,,,63567.0,1168.0
2020-05-24,15.0,2060.0,28.0,1898.0,1.0,42.0,66142.0,2575.0
2020-05-25,21.0,2081.0,15.0,1913.0,,,67213.0,1071.0
2020-05-26,25.0,2106.0,5.0,1918.0,,,69818.0,2605.0
2020-05-27,33.0,2139.0,,,,,72468.0,2650.0
2020-05-28,19.0,2158.0,28.0,1946.0,,,72468.0,0.0
2020-05-29,39.0,2197.0,3.0,1949.0,2.0,44.0,81021.0,8553.0
2020-05-30,36.0,2233.0,18.0,1967.0,2.0,46.0,84497.0,3476.0
2020-05-31,30.0,2263.0,20.0,1987.0,1.0,47.0,87852.0,3355.0
2020-06-01,38.0,2301.0,13.0,2000.0,-1.0,46.0,91113.0,3261.0
2020-06-02,41.0,2342.0,17.0,2017.0,2.0,48.0,96329.0,5216.0
2020-06-03,34.0,2376.0,12.0,2029.0,1.0,49.0,101036.0,4707.0
2020-06-04,39.0,2415.0,14.0,2043.0,,,106933.0,5897.0
2020-06-05,46.0,2461.0,26.0,2069.0,1.0,50.0,113542.0,6609.0
2020-06-06,54.0,2515.0,23.0,2092.0,2.0,52.0,115974.0,2432.0
2020-06-07,93.0,2608.0,14.0,2106.0,1.0,53.0,124266.0,8292.0
2020-06-08,55.0,2663.0,22.0,2128.0,2.0,55.0,129821.0,5555.0
2020-06-09,56.0,2719.0,39.0,2167.0,2.0,57.0,136343.0,6522.0
2020-06-10,86.0,2805.0,65.0,2232.0,,,144467.0,8124.0
2020-06-11,82.0,2887.0,27.0,2259.0,4.0,61.0,154498.0,10031.0
2020-06-12,99.0,2986.0,23.0,2282.0,4.0,65.0,165548.0,11050.0
2020-06-13,77.0,3063.0,45.0,2327.0,2.0,67.0,176533.0,10985.0
2020-06-14,77.0,3140.0,29.0,2356.0,2.0,69.0,182225.0,5692.0
2020-06-15,127.0,3267.0,87.0,2443.0,4.0,73.0,188699.0,6474.0
2020-06-16,104.0,3371.0,18.0,2461.0,1.0,74.0,198211.0,9512.0
2020-06-17,126.0,3497.0,77.0,2538.0,6.0,80.0,208408.0,10197.0
2020-06-18,118.0,3615.0,32.0,2570.0,5.0,85.0,219528.0,11120.0
2020-06-19,217.0,3832.0,66.0,2636.0,9.0,94.0,227012.0,7484.0
2020-06-20,120.0,3952.0,42.0,2678.0,6.0,100.0,235700.0,8688.0
2020-06-21,122.0,4074.0,22.0,2700.0,1.0,101.0,240803.0,5103.0
2020-06-22,161.0,4235.0,125.0,2825.0,2.0,103.0,246760.0,5957.0
2020-06-23,162.0,4397.0,222.0,3047.0,4.0,107.0,255380.0,8620.0
2020-06-24,230.0,4627.0,52.0,3099.0,8.0,115.0,260857.0,5477.0
2020-06-25,142.0,4769.0,93.0,3192.0,7.0,122.0,269037.0,8180.0
2020-06-26,188.0,4957.0,9.0,3201.0,2.0,124.0,276919.0,7882.0
2020-06-27,99.0,5056.0,119.0,3320.0,6.0,130.0,284431.0,7512.0
2020-06-28,160.0,5216.0,206.0,3526.0,5.0,135.0,289923.0,5492.0
2020-06-29,202.0,5418.0,238.0,3764.0,5.0,140.0,294448.0,4525.0
2020-06-30,150.0,5568.0,103.0,3867.0,6.0,146.0,301830.0,7382.0
2020-07-01,,,,,,,308998.0,7168.0
2020-07-02,,,,,,,317802.0,8804.0
2020-07-03,,,,,,,324054.0,6252.0
2020-07-04,,,,,,,331585.0,7531.0
2020-07-05,,,,,,,337789.0,6204.0
2020-07-06,,,,,,,342524.0,4735.0
2020-07-07,,,,,,,352363.0,9839.0
2020-07-08,,,,,,,360189.0,7826.0
2020-07-09,,,,,,,369425.0,9236.0
2020-07-10,,,,,,,378045.0,8620.0
